"﻿""Key""",Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
FBXDTYWG,book,2013,"Dougherty, Jack; Nawrotzki, Kristen",Writing History in the Digital Age,,978-0-472-02991-4,,,https://muse.jhu.edu/book/27633,"Writing History in the Digital Age began as a “what-if” experiment by posing a question: How have Internet technologies influenced how historians think, teach, author, and publish? To illustrate their answer, the contributors agreed to share the stages of their book-in-progress as it was constructed on the public web.       To facilitate this innovative volume, editors Jack Dougherty and Kristen Nawrotzki designed a born-digital, open-access, and open peer review process to capture commentary from appointed experts and general readers. A customized WordPress plug-in allowed audiences to add page- and paragraph-level comments to the manuscript, transforming it into a socially networked text. The initial six-week proposal phase generated over 250 comments, and the subsequent eight-week public review of full drafts drew 942 additional comments from readers across different parts of the globe.       The finished product now presents 20 essays from a wide array of notable scholars, each examining (and then breaking apart and reexamining) if and how digital and emergent technologies have changed the historical profession.",2013,2020-08-12 03:28:09,2024-03-19 21:00:09,2018-04-11 17:45:08,,,,,,,,,,,,University of Michigan Press,,English,,,,,Project MUSE,,00059,"A born-digital project that asks how recent technologies have changed the ways that historians think, teach, author, and publish",,,#nosource,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2TXX5YEH,book,2018,"González, Déborah; Bermúdez, Sabel Helena","Humanidades Digitales, Miradas hacia la Edad Media",,978-3-11-058541-4,,10.1515/9783110585421,https://www.degruyter.com/viewbooktoc/product/499554?fbclid=IwAR3gtJIDBrwynIDBb5XvkZ3Jyux-JESs2D_2SHqLHBHzEOkjy1M0vK_R0RA,,2018,2020-08-12 03:28:09,2024-03-19 21:00:08,2020-01-13 16:54:58,,,,,,,,,,,,De Gruyter,"Berlin, Boston",SPAN,,,,,DeGruyter,,,"The contributions gathered in this volume show how digital technologies can be applied to Medieval Studies (Philology, Art, and History) in order to improve our understanding of medieval societies and cultures.

<div class=""comment"">
<p>This description was automatically added from 
<a href=""https://books.google.com/books?id=JK8VXK7QMNAC"">Google Books</a>. 
For a customized abstract or excerpt, add a note to the item in the 
<a href=""github.com/{{github}}/{{BASE_URL}}"">Zotero library</a></p>
</div>",,,#nosource,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UUWEJLKB,book,2015,"del Río Riande, Gimena; Cantamutto, Lucía; Striker, Gabriela","Las Humanidades Digitales desde Argentina: Tecnologías, culturas, saberes",,978-987-3617-89-8,,,https://libros.unlp.edu.ar/index.php/unlp/catalog/book/542,,2015,2020-08-12 03:28:11,2024-03-19 21:00:07,2019-10-14 20:58:54,,,,,,,,,,,,"Editorial de la Facultad de Filosofía y Letras Universidad de Buenos Aires,",Buenos Aires,Español,,,,,,,,"Fil: del Rio Riande, Gimena. Universidad de Buenos Aires; Argentina.

<div class=""comment"">
<p>This description was automatically added from 
<a href=""https://books.google.com/books?id=JK8VXK7QMNAC"">Google Books</a>. 
For a customized abstract or excerpt, add a note to the item in the 
<a href=""github.com/{{github}}/{{BASE_URL}}"">Zotero library</a></p>
</div>",,,#nosource,,,,,,,,,,,,,,,,,,,,,1a. edición,,,,,,,,,,,,,,,,,,,,,,,,,,
4DBT5AWG,book,1997,"Irizarry, Estelle",Informática y literatura: análisis de textos hispánicos,,978-84-922335-6-4,,,,,1997,2016-04-21 15:50:01,2021-08-16 00:34:58,,,210,,,,,Informática y literatura,,,,,Anthropos Editorial,,es,,,,,Google Books,,00006,Over de toepassing van informatica bij de analyse van spaanstalige teksten.,,https://books.google.com.mx/books?id=owiwrnWVpTEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347XST7R,book,2014,"Marqués, María Pérez",Minería de Datos a través de ejemplos,,978-84-941801-4-9,,,,Rare book,2014-03-11,2020-08-12 03:28:10,2021-07-19 21:23:42,,,,,,,,,,,,,RC Libros,Madrid,Spanish,,,,,Amazon,,00036,"Con la ayuda de este libro, a través de ejemplos totalmente resueltos, el lector profundizará en el descubrimiento e interpretación de la información contenida en grandes conjuntos de datos. Se trata de exponer, con sencillez y mediante una metodología interactiva, los conceptos de minería de datos e inteligencia de negocios. Este libro analiza las herramientas más habituales y las posibilidades que ofrecen SAS, SAS Enterprise Guide, SAS Enterprise Miner, IBM SPSS e IBM SPSS Modeler.

<div class=""comment"">
<p>This description was automatically added from 
<a href=""https://books.google.com/books?id=JK8VXK7QMNAC"">Google Books</a>. 
For a customized abstract or excerpt, add a note to the item in the 
<a href=""github.com/{{github}}/{{BASE_URL}}"">Zotero library</a></p>
</div>",,https://www.amazon.com/Miner%C3%ADa-Datos-trav%C3%A9s-ejemplos-Marqu%C3%A9s/dp/8494180142/ref=sr_1_4?keywords=miner%C3%ADa+de+datos&qid=1576200036&s=books&sr=1-4,,,,,,,,,,,,,,,,,,,,,,"1ªed., 1ª imp edition",,,,,,,,,,,,,,,,,,,,,,,,,,
PIGLS9AB,book,2017,,"Los hijos de los dioses: El ""Grupo Filosófico Hiperión"" y la filosofía de lo mexicano",,,,,https://www.scribd.com/book/336319450/Los-hijos-de-los-dioses-El-Grupo-Filosofico-Hiperion-y-la-filosofia-de-lo-mexicano,"Descubrir qué es lo mexicano, cuáles son los rasgos que mejor describen el ser nacional, las particularidades de su cultura y su devenir histórico, ha sido una vieja obsesión que ha ocupado a numerosos intelectuales, científicos sociales, artistas y hombres de letras de México desde, por lo menos, finales del siglo XIX. Hacia mediados del siglo pasado, un grupo de jóvenes universitarios –filósofos en su mayoría–, se propusieron actualizar las búsquedas sobre la identidad nacional haciendo uso de un inusitado arsenal teórico.  El presente libro explora las representaciones identitarias formuladas por estos intelectuales, quienes dieron en llamarse Grupo filosófico Hiperión. Las propuestas y tesis que englobaron bajo el nombre de ""filosofía de lo mexicano"" o ""filosofía de la mexicanidad"" son examinadas aquí bajo la lupa de las distintas tramas que dieron sustento, significado y proyección a sus planteamientos sobre lo mexicano.",2017-11-23,2020-08-12 03:28:06,2026-02-17 01:57:04,2017-11-23 23:13:15,,,,,,,Los hijos de los dioses,,,,,,,,,,,,www.scribd.com,,00000,"Descubrir qué es lo mexicano, cuáles son los rasgos que mejor describen el ser nacional, las particularidades de su cultura y su devenir histórico, ha sido una vieja obsesión que ha ocupado a numerosos intelectuales, científicos sociales, artistas y hombres de letras de México desde, por lo menos, finales del siglo XIX. Hacia mediados del siglo pasado, un grupo de jóvenes universitarios –filósofos en su mayoría–, se propusieron actualizar las búsquedas sobre la identidad nacional haciendo uso de un inusitado arsenal teórico. El presente libro explora las representaciones identitarias formuladas por estos intelectuales, quienes dieron en llamarse Grupo filosófico Hiperión. Las propuestas y tesis que englobaron bajo el nombre de ""filosofía de lo mexicano"" o ""filosofía de la mexicanidad"" son examinadas aquí bajo la lupa de las distintas tramas que dieron sustento, significado y proyección a sus planteamientos sobre lo mexicano.",,https://www.scribd.com/read/336319450/Los-hijos-de-los-dioses-El-Grupo-Filosofico-Hiperion-y-la-filosofia-de-lo-mexicano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VMWWVEMZ,book,1996,"Marcos Marín, Francisco",El comentario filológico con apoyo informático,,,,,,,1996,2013-08-14 15:31:06,2024-03-19 21:00:49,,,,,,,,,,,,,Síntesis,Madrid,,,,,,,,00014,,,,#nosource,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HRAEIA6V,book,2013,"Pons, Anaclet",El desorden digital. Guía para historiadores y humanistas,,,,,,"No es sólo la historia o las humanidades, es el mundo el que está cambiando, en ocasiones de forma estimulante; en otras, de una manera que nos sobresalta. Muy pocos son los que pueden presumir de comprender esa mutación. En medio de la transformación digital, zarandeados por el remolino del cambio, la sensación de confusión y desconcierto es inevitable.  Este volumen se ofrece como ayuda, como guía para comprender algunos de los fenómenos que acompañan «el desorden digital» en el que estamos inmersos: los cambios en los soportes, en la lectura, en la escritura, en el documento y el archivo mismos, en la condición y la función de autor, en los modos de colaboración y en la difusión del conocimiento. El autor nos muestra una mutación que afecta a procesos con los que captamos el mundo, que utilizamos para conocerlo, muchos de los cuales pasan inadvertidos precisamente por su obviedad, por su familiaridad, cuando lo que hacen es modificar nuestro trabajo de una manera profunda. De ahí la necesidad de sobreponerse a la confusión, al extravío, y la exigencia de pensar lo que supone ese entorno digital, de aquilatar lo que sucede a nuestro alrededor.",2013,2014-12-31 12:19:23,2024-03-19 21:00:49,,,318,,,,,,,,,,Siglo XXI Editores,Madrid,,,,,,,,,"No es sólo la historia o las humanidades, es el mundo el que está cambiando, en ocasiones de forma estimulante; en otras, de una manera que nos sobresalta. Muy pocos son los que pueden presumir de comprender esa mutación. En medio de la transformación digital, zarandeados por el remolino del cambio, la sensación de confusión y desconcierto es inevitable. Este volumen se ofrece como ayuda, como guía para comprender algunos de los fenómenos que acompañan «el desorden digital» en el que estamos inmersos: los cambios en los soportes, en la lectura, en la escritura, en el documento y el archivo mismos, en la condición y la función de autor, en los modos de colaboración y en la difusión del conocimiento. El autor nos muestra una mutación que afecta a procesos con los que captamos el mundo, que utilizamos para conocerlo, muchos de los cuales pasan inadvertidos precisamente por su obviedad, por su familiaridad, cuando lo que hacen es modificar nuestro trabajo de una manera profunda. De ahí la necesidad de sobreponerse a la confusión, al extravío, y la exigencia de pensar lo que supone ese entorno digital, de aquilatar lo que sucede a nuestro alrededor.

<div class=""comment"">
<p>This description was automatically added from 
<a href=""https://books.google.com/books?id=JK8VXK7QMNAC"">Google Books</a>. 
For a customized abstract or excerpt, add a note to the item in the 
<a href=""github.com/{{github}}/{{BASE_URL}}"">Zotero library</a></p>
</div>",,,#nosource,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHJSUIVE,book,2012,"Lucía Megías, José Manuel",Elogio del texto digital. Claves para interpretar el nuevo paradigma,,,,,,,2012,2013-08-19 15:33:33,2024-03-19 21:00:48,,,148,,,,,,,,,,Fórcola,,Español,,,,,,,00000,"La historia nos demuestra que cada vez que aparece una nueva tecnología surgen todo tipo de resistencias debido a las incógnitas que provoca su aparición. Como si de un antídoto se tratara, este ensayo pretende aportar algunas respuestas sobre la naturaleza de los cambios y pequeñas revoluciones que hemos llegado ya a asumir, al tiempo que desea plantear nuevos interrogantes sobre los caminos que debemos seguir en el futuro si queremos sacarle el máximo rendimiento al texto digital, a la revolución del conocimiento que está llamando a nuestras puertas. Nos guste o no, tenemos que asumir que nuestros hábitos de creación, acceso y consumo cultural están experimentando una transformación histórica con la llegada de Internet. Ante estas nuevas formas de crear, acceder y consumir la cultura, autores, editores, libreros y bibliotecarios, entre otros, deberán reflexionar sobre cuál será su nuevo papel. Nadie tiene hoy en día una hoja de ruta con un esquema claro sobre cuál es el futuro de la sociedad digital. Y aunque el libro de José Manuel Lucía Megías deja de manera intencionada muchos interrogantes sin respuesta, su lectura ayuda a reflexionar, a despejar falsos miedos y a asumir una mentalidad de innovación para romper esquemas con el fin de descifrar el nuevo paradigma.

<div class=""comment"">
<p>This description was automatically added from 
<a href=""https://books.google.com/books?id=JK8VXK7QMNAC"">Google Books</a>. 
For a customized abstract or excerpt, add a note to the item in the 
<a href=""github.com/{{github}}/{{BASE_URL}}"">Zotero library</a></p>
</div>",,,#nosource,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8KPIRB67,book,2015,,Creatividad Computacional,,ISBN: 978-607-744-284-4,,,,,2015,2016-03-07 20:24:30,2024-03-19 21:00:46,,,,,,,,,,,,,UAM-Cuajimalpa-Patria,,,,,,,,,ZSCC: NoCitationData[s0]  Entrevista con el editor: https://www.youtube.com/watch?v=oNcdt5lhpeA,"<div class=""comment"">
<p>This book needs an abstract or excerpt, and it doesn't have a Google Books description available to use. For a customized abstract or excerpt, add a note to the item in the 
<a href=""github.com/{{github}}/{{BASE_URL}}"">Zotero library</a></p>
</div>",,,#nosource,,"Pérez y Pérez, Rafael",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPT6G789,book,2013,,Digital Art History. Special Issue,,,,,http://www.mindspring.com/%7Esundt-vr/toc.htm,,2013-06,2013-08-14 17:09:29,2024-03-19 21:00:45,,,141,,29,,,,Visual Resources: An International Journal of Documentation,,,,"Routledge, Taylor & Francis Group",,en,,,,,,,ZSCC: 0000000[s0],"<div class=""comment"">
<p>This book needs an abstract or excerpt, and it doesn't have a Google Books description available to use. For a customized abstract or excerpt, add a note to the item in the 
<a href=""github.com/{{github}}/{{BASE_URL}}"">Zotero library</a></p>
</div>",,,#nosource; Arte digital,,"Baca, Murtha; Helmreich, Anne; Rodríguez Ortega, Nuria",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S6QN6JVV,book,2006,,Teoría del hipertexto,,,,,,,2006,2013-08-21 16:32:06,2024-03-19 21:00:45,,,316,,,,,,,,,,Arcos,Madrid,Spanish,,,,,,,00014,"Ya en Hipertexto, un clásico en la materia también publicado por Paidós, George P. Landow describía una tecnología de la información radicalmente nueva, así como sus relaciones con los trabajos teóricos de Jacques Derrida y Roland Barthes. En este nuevo libro, en cambio, ha reunido a un selecto grupo de autoridades sobre el tema para explorar aún más en profundidad las implicaciones de la lectura hipertextual en la teoría literaria contemporánea. Charles Ess, por ejemplo, recurre a la obra de Jürgen Habermas y la Escuela de Francfort para examinar el potencial del hipertexto en una verdadera democratización. Stuart Moulthrop recurre a Deleuze y Guattari para un estudio de la relación entre hipertexto y poder político. Espen Aarseth ubica el hipertexto en un marco creado por otras formas de textualidad electrónica. David Kolb explora las implicaciones del hipertexto en la filosofía y el discurso filosófico. J. Yellowlees Douglas, Gunnar Liestol y Mireille Rosello acuden a la teoría contemporánea para enfrentarse a la narrativa hipertextual. Terence Harpold investiga la ficción hipertextual de Michael Joyce. Y, para cerrar el libro, Gregory L. Ulmer se inspira en Derrida, Lacan y Wittgenstein para bucear en las nuevas formas de escritura que exige el hipertexto.",,,#nosource,,"Vilariño, Teresa; Abuin González, Ángel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TGEJGXKV,book,2013,"Llosa Sanz, Álvaro",Más allá del papel. El hilo digital de la ficción impresa,,,,,http://www.academiaeditorial.com/web/wp-content/uploads/2013/11/Llosa-Hilo-digital.pdf,"Ante el despunte de los medios digitales en una cultura transformada por el hipermedia, por la inmersión en los espacios virtuales y por los nuevos hábitos sociales de lectura, el universo de la ficción que se nos ha transmitido de forma impresa comienza a replantearse su contexto pasado para hallar un espacio en el futuro. Este libro busca respuestas a una cuestión clave cuando hablamos de digitalización de obras de ficción previamente impresas: ¿es posible trasladar y de qué manera la memoria cultural del libro impreso a una memoria virtual caracterizada por el hipertexto, la inmersión audiovisual y la participación escrilectora? Si rescatamos las diversas formas de producción y recepción que rodearon la difusión de ficciones en torno a la era de la imprenta, descubriremos los hilos digitales de la ficción impresa.",2013,2014-06-02 08:28:05,2024-03-19 21:00:43,,,244,,,,,,,,,,Editorial Academia del Hispanismo,Vigo,,,,,,,,ZSCC: 0000005,"

<div class=""comment"">
<p>This description was automatically added from 
<a href=""https://books.google.com/books?id=JK8VXK7QMNAC"">Google Books</a>. 
For a customized abstract or excerpt, add a note to the item in the 
<a href=""github.com/{{github}}/{{BASE_URL}}"">Zotero library</a></p>
</div>",,,#nosource,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69FHFU3X,book,2002,"Lucía Megías, José Manuel",Literatura románica en Internet,,,,,,,2002,2013-08-18 10:02:50,2024-03-19 21:00:43,,,,,,,,,,,,,Castalia,Madrid,Spanish,,,,,,,ZSCC: 0000011,"<div class=""comment"">
<p>This book needs an abstract or excerpt, and it doesn't have a Google Books description available to use. For a customized abstract or excerpt, add a note to the item in the 
<a href=""github.com/{{github}}/{{BASE_URL}}"">Zotero library</a></p>
</div>",,,#nosource,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GANB7R4M,book,2011,"Orihuela, José Luis",Mundo Twitter: una guía para comprender y dominar la plataforma que cambió la red,,,,,,,2011,2014-02-08 18:22:19,2024-03-19 21:00:43,,,266,,,,,,,,,,Alienta,Barcelona,,,,,,,,ZSCC: 0000313,"Quienes tienen una visión romántica de la innovación y la creatividad pueden sorprenderse, o indignarse, de que una herramienta tecnológica que sólo permite intercambiar mensajes que contengan hasta 140 caracteres, se haya convertido en uno de los medios de comunicación más poderosos de la historia. Twitter, la red social creada en 2006, ha revolucionado la forma de comunicarse de las personas y la manera en que se transmite la información, hasta el punto de que ha sido clave en revueltas políticas como la egipcia. En Mundo Twitter, el profesor José Luis Orihuela explica todos los secretos de este fenómeno que ya cuenta con más de 200 millones de usuarios en todo el mundo y difunde más de 130 millones de mensajes al día. Con este libro, una guía tanto para los que ya están en Twitter como para aquellos que aún no han lanzado su primer tuit, podrá aprender las claves de la escritura en 140 caracteres, y descubrir cómo puede utilizarlo en el mundo profesional para realizar acciones de marketin online Además incluye un listado de los mejores 140 tuiteros de cada campo y una selección de los mejores tuits.",,,#nosource,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VJDGAACC,book,2012,"Torrens Álvarez, María Jesús; Sánchez-Prieto Borja, Pedro",Nuevas perspectivas para la edición y el estudio de documentos hispánicos antiguos,,,,,http://www.peterlang.com/download/toc/65496/toc_431142.pdf,,2012,2013-10-04 15:41:23,2024-03-19 21:00:42,,,484,,,,,,,,,,Peter Lang,Bern,,,,,,,,ZSCC: 0000007,<p>Pedir por CCBC</p>; <p>Pedir por CCBC</p>,,,#nosource; Edición digital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KRA3Z2IN,book,2013,"Scolari, Carlos A",Narrativas Transmedia: cuando todos los medios cuentan,,978-84-234-1336-2 84-234-1336-5,,,,,2013,2013-09-13 07:49:17,2024-03-19 21:00:42,,,,,,,,Narrativas Transmedia,,,,,"Centro Libros PAPF, S.L.U.",Barcelona,Spanish,,,,,Open WorldCat,,ZSCC: 0001824,,,,#nosource,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M95KVCHF,book,2006,"Mora, Vicente Luis","Pangea: Internet, blogs y comunicación en un mundo nuevo",,,,,,,2006,2013-09-13 07:47:55,2024-03-19 21:00:41,,,259,,,,,,,,,,Fundación José Manuel Lara,Sevilla,Spanish,,,,,,,ZSCC: 0000098,,,,#nosource,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCF2FQS7,book,2018,,"Literatura en el laboratorio. Canon, archivo y crítica literaria en la era digital",,,,,"https://www.gedisa.com/ficha.aspx?idcol=240&cod=240018&titulo=Literatura-en-el-laboratorio&aut=Moretti,%20Franco#.YQg4k-3tbe1",,2018,2021-08-02 18:23:39,2024-03-19 21:00:41,,,236,,,,,,,,,,Gedisa,Barcelona,es,,,,,,,,"Is it possible for a computer program to identify literary genres as well as human reasoning, to completely sequence a set of novels in order to trace the peculiarity of the stylistic phenomenon? The research of Franco Moretti and his team, the Stanford Literary Lab founded in 2010, has confirmed it: we can use computational systems to analyze in detail the genres of the novel, look for patterns in the arrangement of the most frequent words and scrutinize the interconnected layers of meaning. But undoubtedly one of the most important novelties to emerge from the digitization of literary studies is the ability to map the vast and unexplored continent of literature (The Great Unread): «We used to work with a couple of hundred nineteenth-century novels, but now we can analyze thousands or tens of thousands and soon hundreds of thousands; it is as if, suddenly, we have a telescope with which we can observe unknown galaxies». In this exploratory journey into the «narrative genome», Literature in the Laboratory succeeds in spreading the passion of a rigorous research process that, not without its difficulties, opens revolutionary doors for literary studies.

<div class=""comment"">
<p>This description was automatically added from 
<a href=""https://books.google.com/books?id=JK8VXK7QMNAC"">Google Books</a>. 
For a customized abstract or excerpt, add a note to the item in the 
<a href=""github.com/{{github}}/{{BASE_URL}}"">Zotero library</a></p>
</div>",,,#nosource,,"Moretti, Franco",,"Rojas Castro, Antonio",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7HD7ZE5M,book,2018,,Humanidades Digitales: Construcciones locales en contextos globales. Actas del I Congreso Internacional de la Asociación Argentina de Humanidades Digitales - AAHD,,978-987-4019-97-4,,,,,2018,2021-07-11 14:49:05,2024-03-19 21:00:35,,,566,,1,1,,,,,,,Universidad de Buenos Aires. Editorial de la Facultad de Filosofía y Letras,Buenos Aires,Español,,,,,,,ZSCC: NoCitationData[s0],,,,#nosource,,"Río Riande, G. del; Calarco, G.; Striker, G.; León, R. de",,,,,,,,,,,,,,,,,,,1ª,,,,,,,,,,,,,,,,,,,,,,,,,,
XL9XLPY7,book,2019,,Digital Classical Philology. Ancient Greek and Latin in the Digital Revolution,,978-3-11-059678-6 978-3-11-059957-2,,,,,2019,2021-07-11 14:49:05,2024-03-19 21:00:34,,,348,,1,1,,,Age of Access? Grundfragen der Informationsgesellschaft,10,,,Walter de Gruyter GmbH,Berlin - Boston,English,,,,,,,ZSCC: 0000017,"Thanks to the digital revolution, even a traditional discipline like philology has been enjoying a renaissance within academia and beyond. Decades of work have been producing groundbreaking results, raising new research questions and creating innovative educational resources. This book describes the rapidly developing state of the art of digital philology with a focus on Ancient Greek and Latin, the classical languages of Western culture. Contributions cover a wide range of topics about the accessibility and analysis of Greek and Latin sources. The discussion is organized in five sections concerning open data of Greek and Latin texts; catalogs and citations of authors and works; data entry, collection and analysis for classical philology; critical editions and annotations of sources; and finally linguistic annotations and lexical databases. As a whole, the volume provides a comprehensive outline of an emergent research field for a new generation of scholars and students, explaining what is reachable and analyzable that was not before in terms of technology and accessibility.

<div class=""comment"">
<p>This description was automatically added from 
<a href=""https://books.google.com/books?id=JK8VXK7QMNAC"">Google Books</a>. 
For a customized abstract or excerpt, add a note to the item in the 
<a href=""github.com/{{github}}/{{BASE_URL}}"">Zotero library</a></p>
</div>",,,#nosource,,"Berti, M.",,,,,,,,,,,,,,,,,,,1ª,,,,,,,,,,,,,,,,,,,,,,,,,,
XV5GTZW8,book,1996,"Millán, José Antonio",La edición electrónica y multimedia,,,,,,,1996,2025-06-24 17:08:11,2026-02-17 01:57:04,,,,,,,,,,,,,Tesitex,Salamanca,Spanish,,,,,,,,<p>00005</p>,,,#nosource,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8CWRIEQZ,book,2001,"Castells, Manuel",La Galaxia Internet,,,,,,,2001,2025-06-24 17:08:11,2026-02-17 01:57:04,,,,,,,,,,,,,Plaza & Janés,Barcelona,Spanish,,,,,,,,<p>00028</p>,,,#nosource,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WYT6Q5NL,book,2019,"Clivaz, C.","Ecritures digitales. Digital Writing, Digital Scriptures",,978-90-04-40256-0,,,https://doi.org/10.1163/9789004402560_002,,2019,2025-06-24 17:08:20,2026-02-17 01:57:04,,,,,1,,,,Digital Biblical Studies,4,,,Brill,Leiden - Boston,"Français, English",,,,,,,,<p>ZSCC: 0000006 </p>,,,#nosource,,,,,,,,,,,,,,,,,,,,,1ª,,,,,,,,,,,,,,,,,,,,,,,,,,
P2PC8BZE,book,2019,,Digital Classical Philology. Ancient Greek and Latin in the Digital Revolution,,978-3-11-059678-6 978-3-11-059957-2,,,,,2019,2025-06-24 17:08:19,2026-02-17 01:57:04,,,,,1,,,,Age of Access? Grundfragen der Informationsgesellschaft,10,,,Walter de Gruyter GmbH,Berlin - Boston,English,,,,,,,,<p>ZSCC: 0000017 </p>,,,#nosource,,"Berti, M.",,,,,,,,,,,,,,,,,,,1ª,,,,,,,,,,,,,,,,,,,,,,,,,,
XHDKVSAD,book,2018,,Humanidades Digitales: Construcciones locales en contextos globales. Actas del I Congreso Internacional de la Asociación Argentina de Humanidades Digitales - AAHD,,978-987-4019-97-4,,,,,2018,2025-06-24 17:08:19,2026-02-17 01:57:04,,,,,1,,,,,,,,Universidad de Buenos Aires. Editorial de la Facultad de Filosofía y Letras,Buenos Aires,Español,,,,,,,,<p>ZSCC: NoCitationData[s0] </p>,,,#nosource,,"Río Riande, G. del; Calarco, G.; Striker, G.; León, R. de",,,,,,,,,,,,,,,,,,,1ª,,,,,,,,,,,,,,,,,,,,,,,,,,
RGCIMJFL,book,2018,,"Literatura en el laboratorio. Canon, archivo y crítica literaria en la era digital",,,,,"https://www.gedisa.com/ficha.aspx?idcol=240&cod=240018&titulo=Literatura-en-el-laboratorio&aut=Moretti,%20Franco#.YQg4k-3tbe1",,2018,2025-06-24 17:08:17,2026-02-17 01:57:04,,,,,,,,,,,,,Gedisa,Barcelona,es,,,,,,,,"Is it possible for a computer program to identify literary genres as well as human reasoning, to completely sequence a set of novels in order to trace the peculiarity of the stylistic phenomenon? The research of Franco Moretti and his team, the Stanford Literary Lab founded in 2010, has confirmed it: we can use computational systems to analyze in detail the genres of the novel, look for patterns in the arrangement of the most frequent words and scrutinize the interconnected layers of meaning. But undoubtedly one of the most important novelties to emerge from the digitization of literary studies is the ability to map the vast and unexplored continent of literature (The Great Unread): «We used to work with a couple of hundred nineteenth-century novels, but now we can analyze thousands or tens of thousands and soon hundreds of thousands; it is as if, suddenly, we have a telescope with which we can observe unknown galaxies». In this exploratory journey into the «narrative genome», Literature in the Laboratory succeeds in spreading the passion of a rigorous research process that, not without its difficulties, opens revolutionary doors for literary studies.

<div class=""comment"">
<p>This description was automatically added from 
<a href=""https://books.google.com/books?id=JK8VXK7QMNAC"">Google Books</a>. 
For a customized abstract or excerpt, add a note to the item in the 
<a href=""github.com/{{github}}/{{BASE_URL}}"">Zotero library</a></p>
</div>",,,#nosource,,"Moretti, Franco",,"Rojas Castro, Antonio",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B86JMP8S,book,2013,,Imágenes de la tecnología y la globalización en las literaturas hispánicas,,,,,http://www.ibero-americana.net/cgi-bin/infodetail.cgi?doknr=521750&lang=es&txt=einleitung,"Imágenes de la tecnología y la globalización en las literaturas hispánicas / Jesús Montoya Juárez, Ángel Esteban del Campo (eds.) recoge una serie de estudios donde se reflexiona sobre las conexiones de la literatura con las nuevas tecnología y los medios de comunicación. Compuesta por ensayos de especialistas como Jorge Carrión, Francisca Noguerol, Daniel Mesa Gancedo o Doménico Chiappe, entre otros, se abordan algunas pautas sobre la última narrativa en español, los textos en la nueva identidad digital y el hibridismo tecnológico en la literatura hispánica actual.",2013,2025-06-24 17:08:17,2026-02-17 01:57:04,,,,,,,,,,,,,Iberoamericana - Vervuert,Madrid - Frankfurt,,,,,,,,,<p>00000</p>,,,#nosource,,"Montoya Juárez, Jesús; Esteban del Campo, Ángel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
